Title,Note,URL,Tags,Comment
Dropped pin,,"https://www.google.com/maps/search/48.6982108,-120.6370577",,
Dropped pin,Potential spot ,"https://www.google.com/maps/search/47.8027389,-121.0587469",,
Dropped pin,Potential Starlink spot ,"https://www.google.com/maps/search/47.8391169,-120.6700657",,
Chiwawa River USFS 6200,Potential spot,"https://www.google.com/maps/search/47.85407,-120.68224",,
Dropped pin,Starlink works decently ,"https://www.google.com/maps/search/47.7163492,-120.4430056",,
,,"https://www.google.com/maps/search/47.3107331,-114.80645",,
Dropped pin,,"https://www.google.com/maps/search/47.6132739,-115.8291169",,
"47°26'59.9""N 115°56'07.4""W",,"https://www.google.com/maps/search/47.44998,-115.93539",,
"48°54'29.9""N 114°22'30.4""W",,"https://www.google.com/maps/search/48.9083056,-114.3751111",,
Dropped pin,,"https://www.google.com/maps/search/43.3200201,-109.864396",,
Dropped pin,,"https://www.google.com/maps/search/48.5988304,-114.2254094",,
,,"https://www.google.com/maps/search/45.4427446,-111.2144501",,
Dropped pin,,"https://www.google.com/maps/search/43.3182041,-110.5062228",,
,,"https://www.google.com/maps/search/42.9927728,-109.7737716",,
"47°18'50.9""N 120°35'32.0""W",,"https://www.google.com/maps/search/47.3141389,-120.5922222",,
Dropped pin,,"https://www.google.com/maps/search/37.8605746,-107.7166088",,
Dropped pin,,"https://www.google.com/maps/search/37.948101,-107.730743",,
Dropped pin,,"https://www.google.com/maps/search/38.0076969,-107.9640339",,
Dropped pin,,"https://www.google.com/maps/search/38.0087897,-107.966192",,
Dropped pin,,"https://www.google.com/maps/search/37.9236823,-107.6239988",,
,,"https://www.google.com/maps/search/38.0209376,-107.4001457",,
Dropped pin,,"https://www.google.com/maps/search/38.9451784,-107.0280023",,
Wash Gulch Camp Turq Lake,,https://www.google.com/maps/place/Wash+Gulch+Camp+Turq+Lake/data=!4m2!3m1!1s0x87406f003bda80a5:0xba9233005620a5f5,,
,,"https://www.google.com/maps/search/38.8546288,-107.1128244",,
Dropped pin,,"https://www.google.com/maps/search/39.0171883,-106.8134011",,
Dropped pin,,"https://www.google.com/maps/search/39.1040624,-106.159167",,
"39°25'08.6""N 105°58'10.5""W",,"https://www.google.com/maps/search/39.4190556,-105.9695833",,
,,"https://www.google.com/maps/search/39.6886142,-106.4355459",,
Dropped pin,,"https://www.google.com/maps/search/39.3153153,-108.2749716",,
"40°22'25.6""N 106°40'07.3""W",,"https://www.google.com/maps/search/40.3737778,-106.6686944",,
Saksun,,https://www.google.com/maps/place/Saksun/data=!4m2!3m1!1s0x48be9fe8f512720f:0x3641dbfbe17447c2,,
Dropped pin,,"https://www.google.com/maps/search/40.6050459,-111.0985109",,
,,"https://www.google.com/maps/search/38.3238625,-111.4395917",,
Dropped pin,,"https://www.google.com/maps/search/37.9468642,-111.6219427",,
Dropped pin,,"https://www.google.com/maps/search/37.6789359,-111.6256619",,
,,"https://www.google.com/maps/search/37.4064728,-111.5230731",,
Dropped pin,,"https://www.google.com/maps/search/37.7637262,-110.2876459",,
Good Hope Bay,,https://www.google.com/maps/place/Good+Hope+Bay/data=!4m2!3m1!1s0x87364e7d588aa915:0xe28f09ba0db4221c,,
Monument Ridge Lookout Tower,,https://www.google.com/maps/place/Monument+Ridge+Lookout+Tower/data=!4m2!3m1!1s0x53532c77cd119c5f:0x13c07ab3c9d9b7ea,,
Dropped pin,,"https://www.google.com/maps/search/38.6235217,-109.8527921",,
"37°46'18.4""N 112°20'04.4""W",Place near Bryce,"https://www.google.com/maps/search/37.771788,-112.334555",,
"44°00'59.7""N 121°44'01.9""W",,"https://www.google.com/maps/search/44.016572,-121.733852",,
Muley Point East,,https://www.google.com/maps/place/Muley+Point+East/data=!4m2!3m1!1s0x87373fb8df5fcfe9:0x3ebe3b75a4c8a7f,,
"43°53'23.3""N 102°13'37.1""W",,"https://www.google.com/maps/search/43.889809,-102.226959",,
"43°42'00.7""N 110°36'58.8""W",,"https://www.google.com/maps/search/43.700195,-110.616325",,
"43°45'49.7""N 110°33'09.8""W",,"https://www.google.com/maps/search/43.763813,-110.552712",,
"37°03'58.2""N 112°15'00.9""W",,"https://www.google.com/maps/search/37.066172,-112.250254",,
"43°42'38.8""N 110°35'04.0""W",,"https://www.google.com/maps/search/43.710766,-110.584449",,
"45°11'21.9""N 116°58'54.3""W",,"https://www.google.com/maps/search/45.189414,-116.981757",,
"44°00'58.2""N 121°44'00.1""W",Sparks Lake campsite in trees,"https://www.google.com/maps/search/44.01616,-121.73335",,
"45°21'41.7""N 121°22'47.7""W",,"https://www.google.com/maps/search/45.361573,-121.379911",,
"45°26'27.4""N 121°27'43.5""W",,"https://www.google.com/maps/search/45.440946,-121.462077",,
"45°29'38.0""N 121°30'40.8""W","Camped here a few times
No 4wd needed","https://www.google.com/maps/search/45.493899,-121.511343",,
Twin Lakes Trailhead,,https://www.google.com/maps/place/Twin+Lakes+Trailhead/data=!4m2!3m1!1s0x54845e389a783e79:0xe7ef1a9fee86db17,,
Dropped pin,,"https://www.google.com/maps/search/38.1068686,-111.3469002",,
Dropped pin,,"https://www.google.com/maps/search/38.4277349,-109.4099474",,
Dropped pin,,"https://www.google.com/maps/search/39.6634132,-107.1034293",,
Dropped pin,,"https://www.google.com/maps/search/39.6765661,-105.6187978",,
Dropped pin,,"https://www.google.com/maps/search/39.5409556,-106.2341291",,
Dropped pin,,"https://www.google.com/maps/search/37.7614136,-107.6789492",,
,,"https://www.google.com/maps/search/37.7045866,-107.7564688",,
,,"https://www.google.com/maps/search/42.3435272,-112.2895143",,
,,"https://www.google.com/maps/search/44.2578022,-115.0543682",,
,,"https://www.google.com/maps/search/44.6071494,-116.9622483",,
Dropped pin,,"https://www.google.com/maps/search/45.640628,-117.2536321",,
Dropped pin,,"https://www.google.com/maps/search/45.647702,-117.2533052",,
,,"https://www.google.com/maps/search/45.7273508,-117.9794234",,
,,"https://www.google.com/maps/search/45.4942232,-121.5114921",,
,,"https://www.google.com/maps/search/46.6166553,-121.3101048",,
Dropped pin,,"https://www.google.com/maps/search/48.4911287,-120.1265931",,
Dropped pin,,"https://www.google.com/maps/search/48.551224,-113.9843422",,
Dropped pin,,"https://www.google.com/maps/search/48.7972269,-113.6762694",,
Dropped pin,,"https://www.google.com/maps/search/48.645906,-121.3373272",,
,,"https://www.google.com/maps/search/48.1614963,-112.9016997",,
Dropped pin,,"https://www.google.com/maps/search/47.4609966,-112.841184",,
,,"https://www.google.com/maps/search/46.7424702,-111.769608",,
Dropped pin,,"https://www.google.com/maps/search/45.5034087,-111.0148666",,
Dropped pin,,"https://www.google.com/maps/search/45.5537801,-111.0408008",,
Dropped pin,,"https://www.google.com/maps/search/43.6991558,-110.6180545",,
Dropped pin,,"https://www.google.com/maps/search/43.3007302,-110.5159375",,
Dropped pin,,"https://www.google.com/maps/search/43.7685659,-114.2781537",,
,,"https://www.google.com/maps/search/43.360364,-117.2261076",,
Dropped pin,,"https://www.google.com/maps/search/42.5509602,-118.4466036",,
Dropped pin,,"https://www.google.com/maps/search/42.4495409,-118.0292827",,
Dropped pin,,"https://www.google.com/maps/search/43.7661079,-121.7665068",,
,,"https://www.google.com/maps/search/40.3246863,-123.8354877",,
,,"https://www.google.com/maps/search/39.8321544,-123.8474239",,
,,"https://www.google.com/maps/search/38.7898527,-120.1953029",,
Dropped pin,,"https://www.google.com/maps/search/38.5146616,-119.4894779",,
Dropped pin,,"https://www.google.com/maps/search/39.1618165,-119.6588494",,
Dropped pin,,"https://www.google.com/maps/search/37.6918423,-118.8400538",,
Dropped pin,,"https://www.google.com/maps/search/37.3326505,-118.2041429",,
Dropped pin,,"https://www.google.com/maps/search/36.621841,-118.2224336",,
,,"https://www.google.com/maps/search/36.3160123,-117.6872145",,
Dropped pin,,"https://www.google.com/maps/search/37.0707149,-111.4655357",,
Dropped pin,,"https://www.google.com/maps/search/36.9328473,-111.505914",,
Dropped pin,,"https://www.google.com/maps/search/37.316505,-109.8504026",,
Dropped pin,,"https://www.google.com/maps/search/37.316389,-109.8576221",,
Dropped pin,,"https://www.google.com/maps/search/38.5017044,-109.793168",,
Dropped pin,,"https://www.google.com/maps/search/38.0871393,-109.5951197",,
Dropped pin,,"https://www.google.com/maps/search/38.9968431,-110.7377186",,
Dropped pin,,"https://www.google.com/maps/search/39.0177505,-110.5065735",,
Dropped pin,,"https://www.google.com/maps/search/38.6185116,-109.9374752",,
Dropped pin,,"https://www.google.com/maps/search/38.4948409,-109.769645",,
Dropped pin,,"https://www.google.com/maps/search/38.627613,-109.9166002",,
